genre_id,tmdb_id
10749,2493
35,19899
10749,19899
28,1572
53,1572
35,37735
80,10128
878,10128
53,10128
35,140823
18,140823
36,140823
35,433
10751,433
14,433
12,1648
35,1648
878,1648
35,209185
35,9870
10749,9870
18,9870
53,18487
18,18487
80,18487
16,9836
35,9836
18,6521
53,6521
18,489
28,9359
12,9359
35,9359
18,9359
37,9359
28,435
12,435
878,435
53,435
14,4244
35,4244
10751,4244
27,36647
28,36647
35,272548
28,267860
80,267860
53,267860
53,334074
18,1585
10751,1585
14,1585
18,253279
27,298312
53,298312
18,1700
53,1700
14,888
35,888
10751,888
28,346
18,346
27,74725
53,74725
80,74725
28,187
53,187
80,187
28,364
14,364
35,86828
878,86828
35,320588
18,320588
10749,320588
18,36950
28,13922
36,13922
10752,13922
18,250124
10749,250124
9648,328387
12,328387
80,328387
16,49948
10751,49948
10402,49948
80,85889
18,85889
35,85889
80,4547
18,4547
53,4547
27,9532
18,598
80,598
53,25264
18,25264
80,25264
9648,25264
12,20766
18,20766
28,9208
12,9208
18,9208
53,9208
80,132923
53,132923
16,12105
14,12105
10402,12105
27,214
53,214
80,214
37,32634
53,190955
80,190955
18,190955
80,201088
18,201088
9648,201088
12,9449
14,9449
28,9449
35,9449
10751,9449
18,86834
12,86834
28,7551
53,7551
878,7551
18,3131
36,3131
80,3131
35,286532
9648,204922
53,204922
80,169917
18,169917
9648,169917
53,169917
35,13665
18,13665
10749,13665
18,98548
27,747
35,747
18,9549
36,9549
27,138843
53,138843
28,49040
53,49040
18,64686
28,64686
12,64686
14,64686
28,1571
53,1571
28,76163
12,76163
53,76163
53,392207
18,265177
18,1921
10749,1921
27,2667
9648,2667
18,122081
80,122081
18,2649
53,2649
9648,2649
18,15765
10402,15765
27,13564
53,13564
27,22970
53,22970
18,423
10752,423
28,10428
80,10428
53,10428
18,10428
28,262841
35,262841
878,262841
18,13223
12,89
28,89
53,280002
27,280002
27,11351
53,11351
18,152532
36,152532
18,1541
53,1541
80,1541
12,1541
12,2270
14,2270
10749,2270
10751,2270
28,1368
12,1368
53,1368
10752,1368
18,1366
27,259693
35,1257
18,5528
12,49519
16,49519
35,49519
10751,49519
14,49519
53,27578
12,27578
28,27578
18,8456
28,8456
28,138103
12,138103
53,138103
28,11371
80,11371
53,11371
12,587
14,587
18,587
35,9844
18,9844
53,109091
80,109091
18,109091
18,2900
878,2900
53,2900
35,5767
18,5767
10749,5767
18,1913
28,140300
12,140300
16,140300
35,140300
10751,140300
18,590
12,710
28,710
53,710
16,38757
10751,38757
18,44982
53,44982
878,9741
53,9741
18,9741
28,49529
12,49529
878,49529
35,13342
12,25059
35,25059
18,25059
10751,25059
35,203801
28,203801
12,203801
16,11360
10751,11360
28,75612
878,75612
12,75612
9648,75612
35,61537
80,61537
18,61537
9648,61537
53,61537
28,11853
12,11853
35,11853
18,11853
37,11853
18,314365
53,314365
36,314365
35,10437
10751,10437
14,10437
18,10437
18,244761
53,244761
80,244761
18,13405
10752,13405
28,308504
12,308504
10751,241259
14,241259
28,876
12,876
14,876
878,876
14,10529
28,10529
878,10529
80,19997
18,19997
53,19997
9648,22175
27,22175
53,22175
10752,11902
18,11902
35,11902
12,1892
28,1892
878,1892
18,404
18,345920
10749,345920
18,24123
35,24123
10749,24123
35,10634
28,414719
53,414719
35,200727
10749,200727
18,26550
80,388399
18,388399
53,388399
18,13528
9648,13528
53,13528
80,13528
28,325348
12,325348
878,325348
35,356305
28,228967
35,228967
18,22798
12,879
14,879
35,879
10751,879
18,9475
80,1623
18,1623
18,82693
35,82693
10749,82693
18,19
878,19
80,11412
28,11412
9648,11412
53,11412
53,302
80,302
12,127380
16,127380
35,127380
10751,127380
18,70
28,944
12,944
35,944
80,944
53,944
18,228194
28,341013
53,341013
80,9282
18,9282
53,9282
28,48138
9648,48138
53,48138
53,72784
35,120467
18,120467
18,4348
10749,4348
10751,11224
14,11224
16,11224
10749,11224
28,2048
878,2048
18,1907
12,1907
10749,1907
53,1907
53,333371
878,333371
18,333371
14,10191
12,10191
16,10191
10751,10191
12,563
28,563
53,563
878,563
16,109451
10751,109451
35,109451
14,9598
18,9598
35,9598
10751,9598
28,9876
35,9876
28,20504
53,20504
878,20504
35,8273
10749,8273
27,312791
53,312791
12,9360
27,9360
53,9360
18,24253
28,24253
53,24253
80,24253
9648,24253
18,302401
53,302401
27,10331
12,5925
18,5925
36,5925
53,5925
10752,5925
35,928
27,928
14,928
18,11202
36,11202
10752,11202
80,11023
18,11023
18,686
878,686
9648,686
18,27854
36,27854
10749,27854
53,27854
28,11963
53,11963
9648,11963
28,14623
12,14623
35,14623
10751,14623
14,14623
878,14623
35,10694
53,10694
28,10694
80,10694
28,14676
12,14676
18,14676
37,14676
35,5971
80,5971
18,5971
16,153158
12,153158
10749,153158
18,29963
10749,29963
28,123553
12,123553
18,123553
9648,123553
10749,123553
14,123553
35,75802
10749,75802
28,10782
18,10782
9648,10782
53,10782
80,10782
9648,13027
53,13027
28,13027
18,10360
36,10360
18,393519
27,393519
28,665
12,665
18,665
36,665
28,75174
18,75174
53,75174
35,13446
18,13446
28,23742
35,23742
80,23742
18,11186
27,11186
12,258509
16,258509
35,258509
10751,258509
878,8069
16,35
35,35
10751,35
18,115782
36,115782
28,278924
80,278924
53,278924
18,3036
27,3036
878,3036
10749,3036
35,1621
80,595
18,595
27,368031
53,368031
12,9340
35,9340
10751,9340
14,10882
16,10882
10749,10882
10751,10882
12,5255
16,5255
10751,5255
14,5255
35,4258
28,8834
18,8834
9648,8834
53,8834
10749,10998
18,10998
53,10998
27,10998
9648,10998
28,56292
53,56292
12,56292
12,1735
28,1735
14,1735
28,9604
80,9604
28,7485
18,7485
9648,7485
53,7485
80,7485
18,80318
9648,80318
53,80318
16,15512
10751,15512
12,15512
878,15512
27,10972
9648,10972
18,770
10749,770
10752,770
18,68734
53,68734
18,2124
9648,2124
10749,2124
53,2124
18,34584
10751,34584
14,34584
12,34584
35,11823
10749,11823
10402,9762
18,9762
10749,9762
80,9762
18,2087
28,2087
53,2087
18,162215
28,162215
53,162215
10752,162215
80,42995
53,42995
18,1883
36,1883
35,9037
18,9037
10751,9037
10402,9037
10749,9037
27,13207
16,10895
10751,10895
28,107846
53,107846
35,1597
10749,1597
28,11636
53,11636
80,11636
18,11636
18,11216
10749,11216
18,376867
12,62764
14,62764
18,62764
35,62764
878,62764
10751,62764
18,68730
36,68730
28,217923
80,217923
14,217923
12,217923
18,13823
18,45317
18,264660
878,264660
10749,854
35,854
80,854
14,854
28,192141
53,192141
28,110415
878,110415
18,110415
10751,60405
10402,60405
18,10592
10752,10592
18,9693
28,9693
53,9693
878,9693
10749,13596
35,13596
12,811
18,811
878,811
18,5279
9648,5279
53,5279
27,36763
18,36763
9648,36763
53,36763
99,9012
35,9012
80,103
18,103
35,594
18,594
28,9679
80,9679
53,9679
27,9902
53,9902
10749,31005
18,31005
12,1894
28,1894
878,1894
14,810
12,810
16,810
35,810
10751,810
14,10395
10749,248934
18,248934
36,248934
53,297596
18,297596
28,10117
12,10117
35,10117
80,10117
18,10117
16,11970
10751,11970
14,11970
12,11970
35,11970
10749,11970
12,44826
18,44826
10751,44826
12,87827
18,87827
28,87827
18,88
10402,88
10749,88
35,1581
10749,1581
80,2275
18,2275
9648,2275
53,2275
14,297
18,297
9648,297
28,124905
878,124905
53,124905
18,376290
53,376290
27,6466
53,107
80,107
35,188222
35,172828
27,172828
35,378
80,378
18,1375
18,606
18,3175
10749,3175
10752,3175
18,11449
27,11449
53,11449
28,9654
80,9654
35,9298
12,7840
28,7840
18,7840
14,7840
28,13813
18,13813
36,13813
10752,13813
35,212
80,212
12,44912
28,44912
53,44912
878,44912
12,817
35,817
80,817
878,817
35,11031
10402,11031
53,262543
878,262543
53,1632
80,1632
18,1632
28,38985
53,38985
12,38985
28,119283
80,119283
18,1391
10749,1391
27,9645
9648,9645
53,9645
80,363992
18,363992
36,363992
10770,363992
18,296523
53,296523
10402,784
18,784
35,784
18,600
10752,600
53,433244
28,383121
35,383121
27,29702
9648,29702
53,29702
53,617
99,128216
18,289
10749,289
28,267193
35,267193
9648,411088
80,411088
53,411088
28,17466
80,17466
18,17466
9648,17466
53,17466
28,10048
12,10847
18,10847
53,10847
12,9036
18,9036
10751,9036
28,400136
12,400136
16,400136
27,400136
9648,400136
878,400136
53,34388
35,89008
10749,89008
18,89008
53,269173
28,269173
878,269173
18,13279
80,13279
53,13279
16,28032
18,28032
10751,28032
14,28032
28,9416
12,9416
35,9416
